id,name,edible_conversion_factor,energy_kj,energy_kcal,water_g,protein_g,fat_g,carbs_available_g,fiber_g,ash_g,calcium_mg,iron_mg,magnesium_mg,potassium_mg,sodium_mg,zinc_mg,selenium_mcg,retinol_mcg,beta_carotene_eq_mcg,thiamin_mg,riboflavin_mg,niacin_mg,food_folate_mcg,vit_b12_mcg,vit_c_mg,cholesterol_mg,food_group
7022,"Sausage, beef, raw",1,989.0,238.0,57.5,12,[16.3],9.7,2.2,2.3,42,1,26,279,679,3.42,79,125,54,0.03,0.1,2.6,9,1.42,0,34.0,"MEAT, POULTRY AND EGGS"
7055,"Sausage, beef, grilled (without salt and fat)",1,927.0,223.0,48.1,16.1,17,0,3,3,57,1.6,35,316,815,4.55,106,150,65,0.03,0.13,2.9,10,2,0,0.0,"MEAT, POULTRY AND EGGS"
7023,"Sausage, frankfurters",1,1130.0,274.0,60,10,[25],1.6,1.5,1.9,78,1.5,11,75,1000,2.3,7,7,24,0.04,0.08,0.9,3,1.1,0,48.0,"MEAT, POULTRY AND EGGS"
7056,"Sausage, frankfurters, boiled (without salt)",1,1130.0,272.0,59.2,10.3,25.3,0,2,2,68,1.5,11,66,876,2.37,7,6,23,0.03,0.07,0.7,2,1,0,0.0,"MEAT, POULTRY AND EGGS"
7024,"Sausage, liver, raw",1,1330.0,322.0,52,13,28.5,3.4,0,3.1,30,6.4,12,170,900,2.3,58,8310,0,0.2,1.6,4.3,30,13.46,0,158.0,"MEAT, POULTRY AND EGGS"
7057,"Sausage, liver, grilled (without salt and fat)",1,1530.0,369.0,40.7,17.3,33.3,0,0,4.1,40,8.5,16,193,1080,3.07,77,9970,0,0.2,2.03,4.9,34,18,0,0.0,"MEAT, POULTRY AND EGGS"
7025,"Sausage, pork, raw",1,1420.0,343.0,51,11.5,[32],1.7,1.3,2.5,25,1.1,15,160,720,1.7,26,25,13,0.04,0.12,2.7,21,0.6,0,65.0,"MEAT, POULTRY AND EGGS"
7058,"Sausage, pork, boiled (without salt)",1,1470.0,355.0,48,12.5,33.6,0,1,2.7,23,1.1,16,148,665,1.85,28,24,13,0.03,0.12,2.2,15,0,0,0.0,"MEAT, POULTRY AND EGGS"
7059,"Sausage, pork, grilled (without salt and fat)",1,1730.0,419.0,37.4,16,39,0,2,3.5,34,1.5,21,189,900,2.36,36,31,16,0.04,0.16,3.2,25,1,0,0.0,"MEAT, POULTRY AND EGGS"
7026,"Quail, flesh & skin, raw",0.54,729.0,175.0,69.7,19.1,11.5,0,0,1,10,2.6,24,358,49,1.58,16,47,0,0.17,0.39,7.1,8,0.82,6,88.0,"MEAT, POULTRY AND EGGS"
8,FISH AND SEA FOOD,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,UNKNOWN
8001,"Cod, fillet, raw",0.32,311.0,73.0,81.6,17,0.6,0,0,1.2,15,0.2,26,367,79,0.37,27,2,tr,0.06,0.07,1.8,9,1.55,0.5,49.0,FISH AND SEA FOOD
8015,"Cod, fillet, steamed (without salt)",0.28,380.0,90.0,77.5,20.7,0.7,0,0,1.5,18,0.2,27,336,82,0.45,29,2,0,0.06,0.06,1.6,8,2,0,0.0,FISH AND SEA FOOD
8016,"Cod, fillet, grilled (without salt and fat)",0.26,415.0,98.0,75.5,22.7,0.8,0,0,1.6,20,0.2,31,416,90,0.49,35,2,0,0.07,0.08,2.2,10,2,1,0.0,FISH AND SEA FOOD
8017,"Cod, fillet, boiled in recipe (without salt and fat)",0.28,380.0,90.0,77.5,20.7,0.7,0,0,1.5,18,0.3,31,448,97,0.45,32,2,0,0.06,0.08,2.1,10,2,1,0.0,FISH AND SEA FOOD
8002,"Dagaa fish (omena), dried, raw",1,1400.0,333.0,11.2,59.5,10.6,0,0,10,2790,6.9,98,800,300,16,22,141,0,0.34,0.52,18.2,46,60,tr,977.0,FISH AND SEA FOOD
8018,"Dagaa fish (omena), dried, stewed (without salt)",1,638.0,152.0,59.6,27,4.8,0,0,4.5,1270,3.1,44,364,136,7.39,10,58,0,0.13,0.24,7.9,18,24,0,0.0,FISH AND SEA FOOD
8003,"Eel, raw",0.67,733.0,176.0,69.6,17.7,11.7,0,0,1.41,20,0.6,20,272,70.5,1.62,6.5,1043,tr,0.2,0.35,3.5,15,3,1.8,126.0,FISH AND SEA FOOD
8019,"Eel, steamed (without salt)",0.63,830.0,199.0,64.8,21.3,12.6,0,0,1.7,24,0.6,20,246,72,1.95,7,880,0,0.18,0.3,3,13,3,2,0.0,FISH AND SEA FOOD
8020,"Eel, grilled (without salt and fat)",0.61,874.0,210.0,62.6,23,13.1,0,0,1.8,26,0.7,23,300,78,2.1,8,1084,0,0.23,0.41,4.1,16,4,2,0.0,FISH AND SEA FOOD
8021,"Eel, boiled in recipe (without salt and fat)",0.63,883.0,212.0,63.4,21.3,14,0,0,1.7,24,0.7,24,328,85,1.95,8,1131,0,0.2,0.42,4,15,3,2,0.0,FISH AND SEA FOOD
8004,"Herring stock, raw",0.5,480.0,114.0,70.8,18.9,[4.3],0,0,2.6,67,1.1,32,357,95,0.81,36,31,0,0.05,0.23,3.2,8,12.22,0,62.0,FISH AND SEA FOOD
8022,"Herring stock, steamed (without salt)",0.45,578.0,137.0,64.9,22.7,5.2,0,0,3.1,80,1.1,33,322,97,0.97,39,34,0,0.05,0.19,2.7,7,12,0,0.0,FISH AND SEA FOOD
8023,"Herring stock, grilled (without salt)",0.44,623.0,148.0,62.1,24.5,5.6,0,0,3.4,87,1.3,37,394,105,1.05,47,36,0,0.06,0.27,3.7,8,14,0,0.0,FISH AND SEA FOOD
8024,"Herring stock, boiled in recipe (without salt and fat)",0.45,578.0,137.0,64.9,22.7,5.2,0,0,3.1,80,1.4,39,430,114,0.97,43,34,0,0.06,0.28,3.6,8,13,0,0.0,FISH AND SEA FOOD
8005,"Lungfish, fillet, raw",0.91,308.0,73.0,80.5,15.9,[1],0,0,1.1,180,2.6,20,168,91,1.12,24,9,tr,0,0.28,2.2,2,1.64,0.2,61.0,FISH AND SEA FOOD
8025,"Lungfish, fillet, steamed (without salt)",0.89,371.0,88.0,76.5,19.1,1.2,0,0,1.3,217,2.5,21,152,93,1.34,26,10,0,0,0.24,1.8,2,2,0,0.0,FISH AND SEA FOOD
8026,"Lungfish, fillet, grilled (without salt and fat)",0.89,400.0,94.0,74.7,20.6,1.3,0,0,1.4,234,2.9,24,185,100,1.45,31,11,0,0,0.33,2.5,2,2,0,0.0,FISH AND SEA FOOD
8027,"Lungfish, fillet, boiled in recipe (without salt and fat)",0.89,371.0,88.0,76.5,19.1,1.2,0,0,1.3,217,3.2,24,202,109,1.34,28,10,0,0,0.34,2.5,2,2,0,0.0,FISH AND SEA FOOD
8006,"Mudfish (kamongo), fillet, raw",0.4,431.0,102.0,78.3,17.8,3.5,0,0,1.2,23,0.5,24,301,41,1.07,38,9,tr,0.07,0.03,3,14,3.5,tr,37.0,FISH AND SEA FOOD
8028,"Mudfish (kamongo), fillet, steamed (without salt)",0.36,520.0,123.0,73.8,21.5,4.2,0,0,1.4,28,0.5,24,272,42,1.29,41,10,0,0.06,0.03,2.6,11,3,0,0.0,FISH AND SEA FOOD
8029,"Mudfish (kamongo), fillet, grilled (without salt and fat)",0.34,560.0,133.0,71.8,23.2,4.5,0,0,1.5,30,0.6,28,333,45,1.39,49,11,0,0.08,0.04,3.5,14,4,0,0.0,FISH AND SEA FOOD
8030,"Mudfish (kamongo), fillet, boiled in recipe (without salt and fat)",0.36,520.0,123.0,73.8,21.5,4.2,0,0,1.4,28,0.7,29,363,49,1.29,46,10,0,0.07,0.04,3.5,14,4,0,0.0,FISH AND SEA FOOD
8007,"Mackerel, raw",0.62,534.0,127.0,76.8,18.7,5.9,0,0,1.3,23,0.9,33,395,66,0.52,48,25,0,0.1,0.15,2.9,1,3.9,1.8,60.0,FISH AND SEA FOOD
8008,"Nile perch, dry, raw",0,1634.0,388.0,12.2,71.8,[10.7],1.2,0,4.2,516,4,112,859,376,2,84,186,tr,tr,tr,8,28,5,tr,0.0,FISH AND SEA FOOD
8009,"Nile perch, fillet w/o bones, raw",0.69,356.0,84.0,77.37,19,[0.9],0,0,1.2,133,1,29,222,97,0.56,22,15,tr,tr,tr,2,7,1.3,tr,75.0,FISH AND SEA FOOD
8010,"Nile tilapia, fillet, w/o skin and bones, raw",0.58,391.0,92.0,77.6,19.7,[1.5],0,0,1.1,109,2.7,17,151,64,0.5,17,10,tr,0.04,0.15,3.23,5,1.51,tr,63.0,FISH AND SEA FOOD
8011,"Prawns, flesh, raw",0.51,419.0,99.0,75.1,18.4,1.1,3.9,0,1.6,59,1.5,43,252,191,1.43,42,11,56,0.04,0.08,2.7,14,2.14,0.3,195.0,FISH AND SEA FOOD
8031,"Prawns, fresh, steamed (without salt)",0.46,505.0,119.0,69.9,22.2,1.3,5,0,1.9,71,1.4,44,228,196,1.72,45,11,56,0.03,0.07,2.2,11,2,0,0.0,FISH AND SEA FOOD
8032,"Prawns, fresh, grilled (without salt and fat)",0.47,487.0,115.0,71,21.4,1.3,4,0,1.9,69,1.7,50,293,223,1.66,48,11,58,0.04,0.1,2.9,13,2,0,0.0,FISH AND SEA FOOD
8033,"Prawns, fresh, boiled in recipe (without salt and fat)",0.46,505.0,119.0,69.9,22.2,1.3,5,0,1.9,71,1.5,47,258,196,1.72,50,11,59,0.04,0.09,2.9,13,2,0,0.0,FISH AND SEA FOOD
8012,"Sardine, flesh, raw",0.6,605.0,145.0,71.2,19.5,[7.4],0,0,2.1,42,1.3,36,364,38,1.2,50,13,tr,0.01,0.05,0.91,[23],0.5,tr,49.0,FISH AND SEA FOOD
8034,"Sardine, fresh, steamed (without salt)",0.56,666.0,159.0,67.4,23,7.4,0,0,2.5,50,1.2,36,321,38,1.45,53,10,0,0.01,0.04,0.7,19,0,0,0.0,FISH AND SEA FOOD
8035,"Sardine, fresh, grilled (without salt and fat)",0.52,733.0,175.0,63.2,26.8,7.5,0,0,2.9,58,1.5,44,423,45,1.68,69,14,0,0.01,0.06,1.1,25,1,0,0.0,FISH AND SEA FOOD
8036,"Sardine, fresh, boiled in recipe (without salt and fat)",0.56,712.0,170.0,66.2,23,8.7,0,0,2.5,50,1.6,42,428,45,1.45,59,13,0,0.01,0.06,1,23,1,0,0.0,FISH AND SEA FOOD
8013,"Shark, raw",0.67,398.0,94.0,74.4,21.6,[0.8],0,0,1.1,8,0.38,32.58,372,63.63,0.46,28.9,1.1,tr,0.03,0.04,2.68,3,1.49,tr,24.0,FISH AND SEA FOOD
8037,"Shark, steamed (without salt)",0.63,479.0,113.0,69.2,26,1,0,0,1.4,10,0.4,33,336,65,0.55,31,1,0,0.03,0.03,2.3,3,1,0,0.0,FISH AND SEA FOOD
8038,"Shark, grilled (without salt and fat)",0.61,517.0,122.0,66.8,28.1,1.1,0,0,1.5,11,0.4,38,411,70,0.6,38,1,0,0.04,0.05,3.1,3,2,0,0.0,FISH AND SEA FOOD
8039,"Shark, boiled in recipe (without salt and fat)",0.63,479.0,113.0,69.2,26,1,0,0,1.4,10,0.5,39,448,77,0.55,35,1,0,0.03,0.05,3.1,3,2,0,0.0,FISH AND SEA FOOD
8014,"Tuna, raw",0.58,500.0,118.0,68.9,25,2,0,0,1.5,5,0.8,41,379,50,0.46,73,18,tr,0.16,0.15,16.3,3,4.6,tr,37.0,FISH AND SEA FOOD
8040,"Tuna, steamed (without salt)",0.52,625.0,148.0,61.1,31.2,2.5,0,0,1.8,7,0.8,44,355,53,0.57,83,20,0,0.15,0.13,14.3,2,5,0,0.0,FISH AND SEA FOOD
8041,"Tuna, grilled (without salt and fat)",0.51,675.0,160.0,57.9,33.8,2.7,0,0,2,7,1,50,435,57,0.62,99,22,0,0.2,0.18,19.9,3,6,0,0.0,FISH AND SEA FOOD
8042,"Tuna, boiled in recipe (without salt and fat)",0.52,625.0,148.0,61.1,31.2,2.5,0,0,1.8,7,1,52,474,63,0.57,92,20,0,0.17,0.18,19.4,3,5,0,0.0,FISH AND SEA FOOD
9,OILS AND FAT,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,UNKNOWN
9001,Animal fat/ lard,1,3660.0,890.0,1,0,99,0,0,0.3,1,0.1,0,1,2,0.11,0,0,0,0,0,0,0,0,0,95.0,OILS AND FAT
9002,Corn oil,1,3700.0,900.0,0,0,99.9,0.1,0,0,0,0,0,0,0,0.01,0,6.38,0,0,0,0,0,0,0,0.0,OILS AND FAT
9003,Fish liver oil,1,3700.0,900.0,0,0,100,0,0,0,0,0,0,0,0,0,0,30000,tr,0,0,0,0,0,0,570.0,OILS AND FAT
9004,"Margarine,20% fat",1,728.0,177.0,78.8,0,19.5,0.4,0,1.3,0,0,1,25,733,0,0,768,610,0,0,0,0,0,0,0.0,OILS AND FAT
9005,"Margarine,60% fat",1,2230.0,541.0,37.7,0.3,59.8,0.5,0,1.7,21,0,2,30,700,0,0,768,610,0.01,0.03,0,1,3.65,0.1,0.67,OILS AND FAT
9006,"Margarine,80% fat",1,3070.0,748.0,15,0.1,[83],0,0,1.9,10,0,2,5,300,0,0,768,610,0,0,0,1,0.06,0.15,25.0,OILS AND FAT
9007,Mustard seed oil,1,3700.0,900.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,OILS AND FAT
9008,Olive oil,1,3700.0,900.0,0,0,100,0,0,0,0,0,0,0,0,0.01,0,0,11,0,0,0,0,0,0,0.0,OILS AND FAT
9009,Peanut oil,1,3700.0,900.0,0,0,100,0,0,0,0,0.1,1,0,0,0.1,0,0,0,0,0,0,0,0,0,0.0,OILS AND FAT
9010,Red palm oil,1,3660.0,891.0,1,0,99,0,0,0.1,6,0,0,0,0,0,0,0,65800,0.01,0.02,0,0,0,0,0.0,OILS AND FAT
9011,"Shortening, commercial, vegetable fat",1,3700.0,900.0,0,0.1,100,0,0,0,1,0,0,1,1,0.02,0,0,0,0,0,0.1,0,0,0,0.0,OILS AND FAT
9012,Soya bean oil,1,3700.0,900.0,0,0,100,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0.0,OILS AND FAT
9013,Sun flower oil,1,3700.0,900.0,0,0,100,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.0,OILS AND FAT
10,NUTS AND SEEDS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,UNKNOWN
10001,"Bambara groundnuts, dried, raw",0,1340.0,321.0,9.5,18.1,6,34.6,28.2,3.6,39,3.3,166,1330,2,1.81,0,0,tr,0.04,0.07,2.3,0,0,tr,0.0,NUTS AND SEEDS
10002,"Coconut, fresh, mature fruit, flesh",0.48,1740.0,423.0,37.1,4.4,39,8.5,10.1,1,18,2.3,47,125,29,0.73,3,0,0,0.08,0.08,1,14,0,2.6,0.0,NUTS AND SEEDS
10003,"Coconut, fresh, young or immature, flesh",1,736.0,176.0,68,2,10.8,17.3,1,0.9,34.7,1.2,35,266,12,0.42,4,0,0,0.03,0.6,1.2,20,0,5.8,0.0,NUTS AND SEEDS
10004,"Coconut meat, dried (desiccated)",1,2730.0,663.0,4.3,6.7,63.7,7.6,16.1,1.6,25.7,2.7,88.8,536,36.5,2,3,0,0,0.08,0.1,0.6,9,0,2,0.0,NUTS AND SEEDS
10005,"Jack fruit, seed, mature, dry, raw",1,654.0,156.0,51.8,4.8,0.6,24.4,16.8,1.5,84,5.9,126,463,8,1.56,1,0,0,0.15,0.07,0.6,148,0,4.3,0.0,NUTS AND SEEDS
10006,"Mustard Seeds, Dry, Raw",1,2160.0,522.0,8.2,18.8,[39.7],15.5,13.7,4.2,433,16,220,380,2,3.9,70,0,37,0.65,0.26,3.7,75,0,0,0.0,NUTS AND SEEDS
10007,"Nut, almond, with or without skin, raw, unsalted",1,2530.0,612.0,4.6,20.2,52.8,8.6,11,2.9,249,4.1,283,724,1,3.44,4,0,9,0.18,0.93,3.7,37,0,0.2,0.0,NUTS AND SEEDS
10008,"Nut, cashew, dry, raw, unsalted",1,2470.0,595.0,5.9,16.5,48,21.5,5.8,2.3,33,4.9,244,536,11,5.36,32,0,6,0.65,0.25,1.8,24,0,0,0.0,NUTS AND SEEDS
10009,"Nut, ground nut, with skin, unsalted, dry, raw",1,2450.0,593.0,5.9,20.1,48.4,15,8.3,2.3,117,5.5,225,630,1,2.24,12,0,4,0.85,0.14,15,110,0,0,0.0,NUTS AND SEEDS
10010,"Nut, macadamia, raw, unsalted",0.27,2860.0,696.0,7.7,6.8,70.9,2,11.2,1.4,44,2.2,100,308,5,1.3,10,0,0,0.27,0.1,2,114,0,4.6,0.0,NUTS AND SEEDS
10011,"Nut, pistachio, raw, unsalted",1,2450.0,591.0,4.2,21,48,13.8,10.1,3,116,4.8,132,1030,5,2.07,6,0,187,0.81,0.17,1.2,63,0,1.4,0.0,NUTS AND SEEDS
10012,Peanut Butter,1,2450.0,593.0,5.9,20.1,48.4,15,8.3,2.3,117,5.5,225,630,1,2.24,12,0,4,0.85,0.14,15,110,0,0,0.0,NUTS AND SEEDS
10013,"Seed, pumpkin, hulled & dried, unsalted",1,2380.0,575.0,8,24.3,47.6,9.6,5.8,4.7,50,5.5,519,796,19,7.24,9,0,[228],0.33,0.16,1.6,56,0,1.9,0.0,NUTS AND SEEDS
10014,"Seed, sesame (sim sim) unsalted, dry, raw",1,2490.0,602.0,4.9,15.3,54.1,6.4,14.3,5,1430,9.7,333,322,7,1.72,21,0,5,1.01,0.34,5.1,103,0,0,0.0,NUTS AND SEEDS
10015,"Seed, sunflower, unsalted, dry, raw",0.52,2460.0,595.0,5.9,18.5,49.9,14.7,10.6,2.5,98,5,362,450,0,6,61,0,7,0.86,0.2,14.2,224,0,0,0.0,NUTS AND SEEDS
10016,"Water Melon, Seed Kernel, Dry, Raw",1,2450.0,590.0,5,30,47.5,7.6,6,3.7,69,7.1,513,433,99,3.4,10,0,tr,0.12,0.2,3.1,58,0,0,0.0,NUTS AND SEEDS
11,SUGAR AND SWEETENED PRODUCTS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,UNKNOWN
11001,"Honey, Raw",1,1370.0,322.0,19.2,0.4,0,80.1,0,0.3,11,0.6,3,74,17,3,0,0,0,0,0,0,0,0,0,0.0,SUGAR AND SWEETENED PRODUCTS
11002,"Sugarcane, Juice, Raw",1,159.0,37.0,90.2,0.1,[0.2],8.5,0.6,0.4,10,1.1,13,150,1,0.14,0,0,10.34,0.03,0.04,0.1,[45],0,6.7,0.0,SUGAR AND SWEETENED PRODUCTS
11003,"Sugar, white, granulated or lump",1,1700.0,400.0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,SUGAR AND SWEETENED PRODUCTS
12,BEVERAGES,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,UNKNOWN
12001,"Beef, broth",1,26.0,6.0,98.1,0.9,0.3,0,0,0.7,4,0,4,144,266,0.03,1,0.67,0,0.01,0.03,0.4,2,0,0,0.0,BEVERAGES
12002,"Coconut, fresh, water",1,98.0,23.0,93.9,0.8,0.1,4.8,0,0.4,24,0.2,11,130,5,0.13,1,0,0,0.01,0.05,0.1,14,0,[2.5],0.0,BEVERAGES
12003,"Coffee, instant, dry powder or granules",1,1310.0,311.0,3.1,16.1,1,50.4,20,9.9,145,3.9,350,3690,83,0.71,9,0,0,0,1,42.9,13,0,2,0.0,BEVERAGES
12004,"Drinking chocolate, powder",1,2260.0,541.0,1,4.4,30.9,60.4,2,1.4,60,2,98,591,120,1.55,3,60,9,0.03,0.15,0.5,6,0,1,0.0,BEVERAGES
12005,"Tea, chai, instant dry powder",1,1270.0,299.0,5.1,20.2,0,50.2,8.5,16,118,2.3,272,6040,72,1.7,15,0,1,0,0.99,10.8,103,0,0,0.0,BEVERAGES
12006,"Water, tap",1,0.0,0.0,99.95,0,0,0,0,0.05,3,0,1,1,3,0,0.2,0,0,0,0,0,0,0,0,0.0,BEVERAGES
12007,"Wine, Red",1,306.0,74.0,88.4,0.2,0,1.8,0,0.3,8,0.3,11,89,10,0.07,1,0,0,0,0,0.3,1,0,0,0.0,BEVERAGES
12008,"Wine, White, Dry",1,313.0,76.0,88.7,0.1,0,0.7,0,0.2,8,0.5,8,54,14,0.08,1,0,0,0,0,0.1,0,0,2,0.0,BEVERAGES
12009,"Wine, White, Sweet",1,391.0,94.0,84,0.2,0,5.4,0,0.2,10,0.6,9,81,20,0.08,1,0,0,0,0,0.1,0,0,1.5,0.0,BEVERAGES
13,CONDIMENTS AND SPICES,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,UNKNOWN
13001,Anise seed,1,1610.0,384.0,9.5,14.9,15.9,38.1,14.6,7,648,37,170,1440,16,5.3,5,0,0,0.34,0.29,3.1,10,0,21,0.0,CONDIMENTS AND SPICES
13002,"Baking powder, dry powder",1,760.0,179.0,4.9,0.1,0.2,43.9,0.8,50.2,4280,9.7,34,10200,8850,0.89,0,0,0,0,0,0,0,0,0,0.0,CONDIMENTS AND SPICES
13003,"Baking soda (bicarbonate), dry powder",0.9,0.0,0.0,0.3,0,0,0,0,36.9,0,0.0,0,0,27400,0,0,0,0,0,0,0,0,0,0,0.0,CONDIMENTS AND SPICES
13004,"Bay leaf, dried",1,1480.0,353.0,5.4,7.6,8.4,48.7,26.3,3.6,832,43,120,530,23,3.7,3,0,3710,0.01,0.42,2,180,0,46.5,0.0,CONDIMENTS AND SPICES
13005,"Cardamom, seeds, ground",1,1350.0,322.0,8.3,8.5,6.7,42.4,28,5.5,383,14,215,1120,18,7.47,1,0,0,0.21,0.18,1.1,[4],0,21,0.0,CONDIMENTS AND SPICES
13006,"Chilli, fresh, raw",0.9,188.0,45.0,85.7,1.2,0.4,6.9,4.8,1.2,15,1.2,30,320,3,0.27,1,0,545,0.09,0.11,0.9,23,0,94.1,0.0,CONDIMENTS AND SPICES
13007,"Chilli, dried",1,1280.0,309.0,12.6,13.9,[9.9],25.5,31.2,7,142,6.2,175,2250,19,1.66,19,0,2342,0.95,0.43,6.9,52,0,31.4,0.0,CONDIMENTS AND SPICES
13008,"Cinnamon, dried, ground",1,1010.0,244.0,13.1,2.8,2.6,26.3,52.3,2.9,1183,8.3,54,482,17,2,3,0,[39],0.02,0.07,1.3,28,0,27.9,0.0,CONDIMENTS AND SPICES
13009,"Cloves, dry, raw",1,1040.0,251.0,27.6,6,10.4,16,34.5,5.4,536,14.2,253,877,183,1.13,8,0,78,0.08,0.13,1.2,20.1,0,0,0.0,CONDIMENTS AND SPICES
13010,"Coconut, Milk",1,579.0,140.0,82.4,1,14.3,1.8,0.3,0.3,5,0.5,10,131,19,0.26,2,0,0,0.02,0.01,0,14,0,0.9,0.0,CONDIMENTS AND SPICES
13011,"Coriander Leaves, fresh, raw",0.83,241.0,57.0,81.9,3.3,0.7,7.7,3.5,2.9,115,6.6,45,578,40,0.54,1,0,3810,0.3,0.1,0.9,62,0,35.9,0.0,CONDIMENTS AND SPICES
13012,"Coriander seed, dried, ground",1,1430.0,347.0,10.7,13.4,18.8,10.1,41.7,5.3,613,20.1,245,1189,27,3.6,24.9,0,122,0.22,0.35,3.4,86,0,29,0.0,CONDIMENTS AND SPICES
13013,"Cumin seeds, dried, raw",1,1790.0,432.0,8.7,13.7,25.8,26.1,20.4,5.3,854,38.4,330,1213,124,4.05,5,0,527,0.55,0.19,3.2,90,0,15,0.0,CONDIMENTS AND SPICES
13014,"Curry leaves, fresh, raw",0.83,355.0,86.0,66.9,7.7,1.3,2.5,16.8,4.9,740,6.9,201,584,19,1.18,17,0,7740,0.08,0.17,1.6,94,0,7,0.0,CONDIMENTS AND SPICES
13015,Curry powder,1,1430.0,344.0,10,10.8,13.8,30.6,27.2,7.6,479,34.3,333,1728,52,4.08,17,0,965,0.25,0.28,3.5,56,0,11,0.0,CONDIMENTS AND SPICES
13016,"Fenugreek leaves, fresh, raw",0.44,158.0,38.0,87.3,4.4,0.2,2.2,4.9,1,185,7.8,61,96,66,0.54,4,0,7300,0.12,0.26,1.2,[75],0,80.1,0.0,CONDIMENTS AND SPICES
13017,"Fenugreek seeds, raw",1,1290.0,309.0,9.8,21.4,6.4,23.4,36.1,3,160,14.1,183,530,48,2.93,8,0,91,0.34,0.29,1.5,57,0,3,0.0,CONDIMENTS AND SPICES
13018,Garam masala,1,1530.0,368.0,10.1,15.6,15.1,31,[22.6],5.6,760,32.6,330,1450,97,3.8,17,0,340,0.35,0.33,2.5,0,0,0,0.0,CONDIMENTS AND SPICES
13019,"Garlic, peeled or unpeeled, fresh, raw",0.85,638.0,152.0,62,6.3,2.8,22.7,5.2,1,30,1.3,25,510,8,1,14,0,0,0.23,0.4,0.8,3,0,11,0.0,CONDIMENTS AND SPICES
13020,"Ginger, dried, ground",0.85,1400.0,332.0,9.9,6.9,4.5,59.4,12.9,6.3,152,24.3,335,1225,50,3.72,55,0,965,0.16,0.27,3.5,88,0,29,0.0,CONDIMENTS AND SPICES
13021,"Green Ginger (Mature), fresh, raw",0.94,374.0,89.0,73.6,2.6,1.1,13.4,7.7,1.7,46.8,1.9,38,661,18,1,2,0,35,0.03,0.06,2.5,30,0,8,0.0,CONDIMENTS AND SPICES
13022,"Mint Leaves, fresh, raw",0.45,182.0,44.0,84.9,4.8,1.1,0.1,7.2,1.9,200,3.6,34,380,28,0.8,1,0,[740],0.15,0.09,1.7,114,0,26,0.0,CONDIMENTS AND SPICES
13023,"Onion, mature, red skinned, peeled, fresh, raw",1,177.0,42.0,87.9,1.5,0.1,7.6,2.3,0.6,26,0.9,19,152,5,0.16,1,0,10,0.02,0.04,0.3,14,0,7,0.0,CONDIMENTS AND SPICES
13024,"Onion, spring, raw",0.78,130.0,31.0,90.8,1.8,0.3,4.1,2.3,0.7,44,1.3,14,225,12,0.3,1,0,632,0.04,0.06,0.6,48,0,26,0.0,CONDIMENTS AND SPICES
13025,"Parsley, fresh, raw",0.82,220.0,52.0,81.4,5.9,0.2,4.2,5.1,3.2,390,5.06,35,1290,54,0.88,0,0,4250,0.15,0.04,1.1,55,0,119,0.0,CONDIMENTS AND SPICES
13026,"Pepper, ground, black, dry, raw",1,1250.0,297.0,11.8,10.3,2.7,44.7,26.3,4.3,463,19.4,253,576,25,1.28,3,0,171,0.09,0.14,0.7,10,0,0,0.0,CONDIMENTS AND SPICES
13027,"Salt, Iodized",1,0.0,0.0,0.2,0,0,0,0,99.8,32,0.1,1,98,38500,0.1,2,0,0,0,0,0,0,0,0,0.0,CONDIMENTS AND SPICES
13028,"Spice, mixed or all spice",1,1490.0,360.0,8.5,9.4,16.3,26.3,35.8,3.8,727,35.5,203,1440,90,3.65,3,0,656,0.25,0.45,4.9,52,0,30,0.0,CONDIMENTS AND SPICES
13029,"Tamarind, fruit, dry, raw",0,1260.0,298.0,21.3,5,[0.6],65.4,5.3,2.4,166,9,83,836,25,1,2,0,1.54,60,0.18,2,[10],0,[0.6],0.0,CONDIMENTS AND SPICES
13030,"Tamarind, fruit, fresh, raw",0,1260.0,298.0,20.8,2,[0.2],69.5,5.3,2.2,105,9.2,83,836,25,0.58,2,0,1.54,0.34,0.07,1.6,[10],0,3.6,0.0,CONDIMENTS AND SPICES
13031,"Tomato, sauce (Ketchup)",1,489.0,115.0,67.5,1.6,0.2,26.1,1.5,3.4,13,0.7,16,316,918,0.18,0.5,0,[260],0,0.1,1.3,16,0,0,0.0,CONDIMENTS AND SPICES
